,origin,time_hour,tailnum,year,month,day,dep_time,sched_dep_time,dep_delay,arr_delay,carrier,flight,dest,air_time,distance,hour,minute,seats,temp,dewp,humid,wind_dir,wind_speed,precip,pressure,visib,week_day,wknd,evening_rush_hour,wind_sin,wind_cos,precip_indic
1176,LGA,2013-07-16 13:00,N957UW,2013,7,16,1255,1300,-5,11,US,2128,BOS,33,184,13,0,20,91.94,60.08,34.58,330,14.96014,0,1021.1,10,Tuesday,FALSE,FALSE,-7.48007,12.95586128,FALSE
1177,LGA,2013-07-16 14:00,N947UW,2013,7,16,1353,1400,-7,21,US,2130,BOS,35,184,14,0,20,93.02,55.94,28.82,330,13.80936,0,1020.9,10,Tuesday,FALSE,FALSE,-6.90468,11.95925657,FALSE
1178,LGA,2013-07-16 15:00,N954UW,2013,7,16,1452,1500,-8,-6,US,2132,BOS,33,184,15,0,20,93.02,60.98,34.52,30,11.5078,0,1020.5,10,Tuesday,FALSE,FALSE,5.7539,9.966047142,FALSE
1179,LGA,2013-07-16 16:00,N956UW,2013,7,16,1554,1600,-6,-5,US,2134,BOS,35,184,16,0,20,93.02,59,32.17,350,14.96014,0,1020.2,10,Tuesday,FALSE,FALSE,-2.597801049,14.73286186,FALSE
1182,LGA,2013-07-16 19:00,N954UW,2013,7,16,1854,1900,-6,0,US,2140,BOS,36,184,19,0,20,89.06,60.98,39.08,360,11.5078,0,1020.3,10,Tuesday,FALSE,FALSE,-2.82E-15,11.5078,FALSE
1183,LGA,2013-07-16 20:00,N956UW,2013,7,16,1955,2000,-5,17,US,2142,BOS,32,184,20,0,20,87.08,62.06,43.23,360,8.05546,0,1020.6,10,Tuesday,FALSE,FALSE,-1.97E-15,8.05546,FALSE
1184,LGA,2013-07-16 21:00,N957UW,2013,7,16,2047,2100,-13,-3,US,2144,BOS,33,184,21,0,20,87.08,62.06,43.23,10,3.45234,0,1021,10,Tuesday,FALSE,FALSE,0.59949255,3.399891198,FALSE
1185,LGA,2013-07-17 6:00,N721UW,2013,7,17,555,600,-5,-14,US,2114,BOS,32,184,6,0,179,80.96,68,64.77,20,4.60312,0,1021.8,10,Wednesday,FALSE,FALSE,1.574359762,4.325517897,FALSE
1186,LGA,2013-07-17 7:00,N944UW,2013,7,17,729,700,29,34,US,2116,BOS,34,184,7,0,20,84.02,68,58.65,0,0,0,1021.9,10,Wednesday,FALSE,FALSE,0,0,FALSE
1187,LGA,2013-07-17 8:00,N957UW,2013,7,17,751,800,-9,-5,US,2118,BOS,34,184,8,0,20,86,68,55.04,40,3.45234,0,1022.1,10,Wednesday,FALSE,FALSE,2.219121376,2.644645873,FALSE
1191,LGA,2013-07-17 12:00,N957UW,2013,7,17,1152,1200,-8,-7,US,2126,BOS,35,184,12,0,20,93.92,66.02,40.07,60,6.90468,0,1020.8,10,Wednesday,FALSE,FALSE,5.979628285,3.45234,FALSE
1192,LGA,2013-07-17 13:00,N956UW,2013,7,17,1253,1300,-7,5,US,2128,BOS,45,184,13,0,20,95,64.04,36.17,20,6.90468,0,1020.2,10,Wednesday,FALSE,FALSE,2.361539643,6.488276845,FALSE
1195,LGA,2013-07-17 16:00,N957UW,2013,7,17,1552,1600,-8,6,US,2134,BOS,47,184,16,0,20,93.02,66.02,41.2,160,8.05546,0,1018.5,10,Wednesday,FALSE,FALSE,2.755129584,-7.569656319,FALSE
1196,LGA,2013-07-17 17:00,N956UW,2013,7,17,1653,1700,-7,2,US,2136,BOS,42,184,17,0,20,91.04,64.04,40.9,170,14.96014,0,1018.2,10,Wednesday,FALSE,TRUE,2.597801049,-14.73286186,FALSE
1197,LGA,2013-07-17 18:00,N944UW,2013,7,17,1901,1800,61,57,US,2138,BOS,39,184,18,0,20,89.06,64.94,44.92,160,11.5078,0,1018.3,10,Wednesday,FALSE,TRUE,3.935899405,-10.81379474,FALSE
1199,LGA,2013-07-17 20:00,N957UW,2013,7,17,2006,2000,6,9,US,2142,BOS,40,184,20,0,20,87.08,66.02,49.66,170,11.5078,0,1017.9,10,Wednesday,FALSE,FALSE,1.998308499,-11.33297066,FALSE
1201,LGA,2013-07-18 6:00,N745VJ,2013,7,18,551,600,-9,-7,US,2114,BOS,42,184,6,0,179,82.94,69.08,63.03,310,9.20624,0,1016.9,10,Thursday,FALSE,FALSE,-7.052388994,5.917657004,FALSE
1202,LGA,2013-07-18 7:00,N944UW,2013,7,18,653,700,-7,-6,US,2116,BOS,40,184,7,0,20,84.02,69.98,62.77,300,9.20624,0,1017.2,10,Thursday,FALSE,FALSE,-7.972837713,4.60312,FALSE
1204,LGA,2013-07-18 9:00,N956UW,2013,7,18,852,900,-8,-21,US,2120,BOS,33,184,9,0,20,89.06,71.06,55.46,330,5.7539,0,1017.2,10,Thursday,FALSE,FALSE,-2.87695,4.983023571,FALSE
1205,LGA,2013-07-18 10:00,N947UW,2013,7,18,953,1000,-7,-24,US,2122,BOS,36,184,10,0,20,91.94,69.08,47.36,330,10.35702,0,1016.9,10,Thursday,FALSE,FALSE,-5.17851,8.969442428,FALSE
1206,LGA,2013-07-18 11:00,N944UW,2013,7,18,1055,1100,-5,-20,US,2124,BOS,35,184,11,0,20,93.92,68,42.91,330,9.20624,0,1016.8,10,Thursday,FALSE,FALSE,-4.60312,7.972837713,FALSE
1207,LGA,2013-07-18 12:00,N957UW,2013,7,18,1154,1200,-6,-16,US,2126,BOS,35,184,12,0,20,95,64.94,37.33,300,5.7539,0,1016.4,10,Thursday,FALSE,FALSE,-4.983023571,2.87695,FALSE
1216,LGA,2013-07-18 21:00,N955UW,2013,7,18,2133,2100,33,26,US,2144,BOS,39,184,21,0,20,91.94,68,45.63,280,3.45234,0,1014.7,10,Thursday,FALSE,FALSE,-3.399891198,0.59949255,FALSE
1217,LGA,2013-07-19 6:00,N745VJ,2013,7,19,552,600,-8,-16,US,2114,BOS,38,184,6,0,179,87.08,71.06,59.05,210,8.05546,0,1013.6,10,Friday,FALSE,FALSE,-4.02773,-6.976232999,FALSE
1218,LGA,2013-07-19 7:00,N944UW,2013,7,19,654,700,-6,-3,US,2116,BOS,41,184,7,0,20,87.08,73.04,63.14,210,8.05546,0,1014,9,Friday,FALSE,FALSE,-4.02773,-6.976232999,FALSE
1219,LGA,2013-07-19 8:00,N947UW,2013,7,19,754,800,-6,-18,US,2118,BOS,39,184,8,0,20,89.96,71.96,55.58,220,8.05546,0,1013.9,9,Friday,FALSE,FALSE,-5.177949878,-6.17084037,FALSE
1220,LGA,2013-07-19 9:00,N955UW,2013,7,19,854,900,-6,-18,US,2120,BOS,42,184,9,0,20,93.02,73.04,52.39,220,9.20624,0,1013.7,9,Friday,FALSE,FALSE,-5.917657004,-7.052388994,FALSE
1221,LGA,2013-07-19 10:00,N958UW,2013,7,19,955,1000,-5,-24,US,2122,BOS,40,184,10,0,20,95,73.04,49.27,230,10.35702,0,1013.3,9,Friday,FALSE,FALSE,-7.933937618,-6.657364129,FALSE
1222,LGA,2013-07-19 11:00,N944UW,2013,7,19,1052,1100,-8,-21,US,2124,BOS,42,184,11,0,20,95,71.96,47.51,220,10.35702,0,1012.8,9,Friday,FALSE,FALSE,-6.657364129,-7.933937618,FALSE
1223,LGA,2013-07-19 12:00,N947UW,2013,7,19,1151,1200,-9,-13,US,2126,BOS,41,184,12,0,20,96.08,69.98,42.96,230,17.2617,0,1012.1,10,Friday,FALSE,FALSE,-13.22322936,-11.09560688,FALSE
1224,LGA,2013-07-19 13:00,N955UW,2013,7,19,1253,1300,-7,-9,US,2128,BOS,43,184,13,0,20,98.06,69.08,39.22,240,16.11092,0,1011.3,10,Friday,FALSE,FALSE,-13.952466,-8.05546,FALSE
1225,LGA,2013-07-19 14:00,N958UW,2013,7,19,1352,1400,-8,-16,US,2130,BOS,40,184,14,0,20,98.06,69.98,40.44,220,13.80936,0,1010.6,10,Friday,FALSE,FALSE,-8.876485506,-10.57858349,FALSE
1226,LGA,2013-07-19 15:00,N944UW,2013,7,19,1515,1500,15,5,US,2132,BOS,41,184,15,0,20,98.96,69.08,38.16,240,16.11092,0,1009.9,10,Friday,FALSE,FALSE,-13.952466,-8.05546,FALSE
1227,LGA,2013-07-19 16:00,N947UW,2013,7,19,1600,1600,0,-11,US,2134,BOS,43,184,16,0,20,98.96,69.08,38.16,230,14.96014,0,1009.1,10,Friday,FALSE,FALSE,-11.46013212,-9.616192631,FALSE
1228,LGA,2013-07-19 17:00,N955UW,2013,7,19,1728,1700,28,19,US,2136,BOS,46,184,17,0,20,96.98,69.98,41.8,230,18.41248,0,1008.5,10,Friday,FALSE,TRUE,-14.10477799,-11.83531401,FALSE
1229,LGA,2013-07-19 18:00,N958UW,2013,7,19,1758,1800,-2,-7,US,2138,BOS,45,184,18,0,20,95,71.96,47.51,230,14.96014,0,1008.7,10,Friday,FALSE,TRUE,-11.46013212,-9.616192631,FALSE
1230,LGA,2013-07-19 19:00,N944UW,2013,7,19,1950,1900,50,34,US,2140,BOS,39,184,19,0,20,93.92,71.96,49.12,230,11.5078,0,1008.9,9,Friday,FALSE,FALSE,-8.815486243,-7.397071255,FALSE
1231,LGA,2013-07-19 20:00,N947UW,2013,7,19,2136,2000,96,98,US,2142,BOS,36,184,20,0,20,93.02,73.04,52.39,230,12.65858,0,1009.8,10,Friday,FALSE,FALSE,-9.697034867,-8.13677838,FALSE
1233,LGA,2013-07-20 10:00,N958UW,2013,7,20,956,1000,-4,-26,US,2122,BOS,38,184,10,0,20,87.98,68,51.68,240,14.96014,0,1008.7,10,Saturday,TRUE,FALSE,-12.95586128,-7.48007,FALSE
1234,LGA,2013-07-20 12:00,N944UW,2013,7,20,1203,1200,3,-5,US,2126,BOS,38,184,12,0,20,91.94,68,45.63,240,17.2617,0,1007.3,10,Saturday,TRUE,FALSE,-14.94907071,-8.63085,FALSE
1235,LGA,2013-07-20 15:00,N955UW,2013,7,20,1454,1500,-6,-15,US,2132,BOS,41,184,15,0,20,93.92,66.92,41.34,270,16.11092,0,1006.5,10,Saturday,TRUE,FALSE,-16.11092,-2.96E-15,FALSE
1236,LGA,2013-07-21 12:00,N945UW,2013,7,21,1150,1200,-10,-16,US,2126,BOS,32,184,12,0,20,82.04,57.92,43.87,40,12.65858,0,1013.9,10,Sunday,TRUE,FALSE,8.13677838,9.697034867,FALSE
1238,LGA,2013-07-21 16:00,N945UW,2013,7,21,1630,1600,30,22,US,2134,BOS,32,184,16,0,20,84.92,57.92,39.97,50,9.20624,0,1013.1,10,Sunday,TRUE,FALSE,7.052388994,5.917657004,FALSE
1239,LGA,2013-07-21 18:00,N956UW,2013,7,21,1754,1800,-6,-13,US,2138,BOS,32,184,18,0,20,82.04,62.06,50.84,50,8.05546,0,1013,10,Sunday,TRUE,TRUE,6.17084037,5.177949878,FALSE
1241,LGA,2013-07-21 21:00,N953UW,2013,7,21,2100,2100,0,-17,US,2144,BOS,32,184,21,0,20,78.98,66.92,66.58,150,5.7539,0,1014.4,10,Sunday,TRUE,FALSE,2.87695,-4.983023571,FALSE
1242,LGA,2013-07-22 6:00,N708UW,2013,7,22,620,600,20,18,US,2114,BOS,32,184,6,0,179,75.02,69.98,84.34,40,10.35702,0,1013.9,10,Monday,FALSE,FALSE,6.657364129,7.933937618,FALSE
1247,LGA,2013-07-22 11:00,N959UW,2013,7,22,1056,1100,-4,-8,US,2124,BOS,35,184,11,0,20,78.98,71.06,76.74,50,16.11092,0,1013.9,7,Monday,FALSE,FALSE,12.34168074,10.35589976,FALSE
1251,LGA,2013-07-22 15:00,N959UW,2013,7,22,1453,1500,-7,-5,US,2132,BOS,34,184,15,0,20,78.98,71.96,79.12,50,12.65858,0,1011.3,8,Monday,FALSE,FALSE,9.697034867,8.13677838,FALSE
1259,LGA,2013-07-23 7:00,N963UW,2013,7,23,657,700,-3,4,US,2116,BOS,50,184,7,0,20,75.92,69.08,79.37,230,8.05546,0,1004.7,10,Tuesday,FALSE,FALSE,-6.17084037,-5.177949878,FALSE
1260,LGA,2013-07-23 8:00,N952UW,2013,7,23,817,800,17,13,US,2118,BOS,38,184,8,0,20,77,69.98,78.96,220,10.35702,0,1004,10,Tuesday,FALSE,FALSE,-6.657364129,-7.933937618,FALSE
1261,LGA,2013-07-23 9:00,N954UW,2013,7,23,851,900,-9,-14,US,2120,BOS,35,184,9,0,20,77,69.08,76.57,250,8.05546,0,1003.7,10,Tuesday,FALSE,FALSE,-7.569656319,-2.755129584,FALSE
1264,LGA,2013-07-23 12:00,N952UW,2013,7,23,1158,1200,-2,-8,US,2126,BOS,39,184,12,0,20,84.92,69.08,59.14,250,9.20624,0,1003.1,10,Tuesday,FALSE,FALSE,-8.651035793,-3.148719524,FALSE
1268,LGA,2013-07-23 16:00,N952UW,2013,7,23,1718,1600,78,133,US,2134,BOS,49,184,16,0,20,87.98,66.92,49.79,230,9.20624,0,1000.9,10,Tuesday,FALSE,FALSE,-7.052388994,-5.917657004,FALSE
1270,LGA,2013-07-23 18:00,N959UW,2013,7,23,1819,1800,19,51,US,2138,BOS,54,184,18,0,20,87.08,66.92,51.24,230,9.20624,0,1000.9,10,Tuesday,FALSE,TRUE,-7.052388994,-5.917657004,FALSE
1271,LGA,2013-07-23 19:00,N954UW,2013,7,23,1956,1900,56,71,US,2140,BOS,43,184,19,0,20,84.92,66.92,54.9,250,13.80936,0,1001.4,10,Tuesday,FALSE,FALSE,-12.97655369,-4.723079286,FALSE
1272,LGA,2013-07-23 20:00,N952UW,2013,7,23,2137,2000,97,97,US,2142,BOS,37,184,20,0,20,80.06,69.08,69.23,340,8.05546,0,1002,10,Tuesday,FALSE,FALSE,-2.755129584,7.569656319,FALSE
1273,LGA,2013-07-23 21:00,N963UW,2013,7,23,2155,2100,55,52,US,2144,BOS,38,184,21,0,20,80.06,69.08,69.23,350,4.60312,0,1002.8,10,Tuesday,FALSE,FALSE,-0.7993234,4.533188264,FALSE
1274,LGA,2013-07-24 6:00,N740UW,2013,7,24,554,600,-6,-14,US,2114,BOS,37,184,6,0,179,77,66.92,71.08,280,3.45234,0,1003.9,10,Wednesday,FALSE,FALSE,-3.399891198,0.59949255,FALSE
1276,LGA,2013-07-24 8:00,N954UW,2013,7,24,752,800,-8,-18,US,2118,BOS,38,184,8,0,20,78.08,64.94,64.03,320,17.2617,0,1005.4,10,Wednesday,FALSE,FALSE,-11.09560688,13.22322936,FALSE
1277,LGA,2013-07-24 9:00,N963UW,2013,7,24,854,900,-6,-9,US,2120,BOS,31,184,9,0,20,78.98,64.04,60.23,320,11.5078,0,1006,10,Wednesday,FALSE,FALSE,-7.397071255,8.815486243,FALSE
1279,LGA,2013-07-24 11:00,N959UW,2013,7,24,1053,1100,-7,-1,US,2124,BOS,39,184,11,0,20,80.96,64.94,58.25,320,17.2617,0,1006.8,10,Wednesday,FALSE,FALSE,-11.09560688,13.22322936,FALSE
1281,LGA,2013-07-24 13:00,N963UW,2013,7,24,1252,1300,-8,-1,US,2128,BOS,39,184,13,0,20,80.06,62.06,54.23,310,9.20624,0,1007.4,10,Wednesday,FALSE,FALSE,-7.052388994,5.917657004,FALSE
1283,LGA,2013-07-24 15:00,N959UW,2013,7,24,1457,1500,-3,-10,US,2132,BOS,45,184,15,0,20,82.04,60.98,48.93,330,12.65858,0,1008.1,10,Wednesday,FALSE,FALSE,-6.32929,10.96265186,FALSE
1284,LGA,2013-07-24 16:00,N954UW,2013,7,24,1553,1600,-7,-14,US,2134,BOS,38,184,16,0,20,80.96,60.08,49.09,300,10.35702,0,1008.2,10,Wednesday,FALSE,FALSE,-8.969442428,5.17851,FALSE
1285,LGA,2013-07-24 17:00,N963UW,2013,7,24,1659,1700,-1,4,US,2136,BOS,39,184,17,0,20,80.06,57.92,46.79,330,9.20624,0,1008.4,10,Wednesday,FALSE,TRUE,-4.60312,7.972837713,FALSE
1286,LGA,2013-07-24 18:00,N952UW,2013,7,24,1755,1800,-5,14,US,2138,BOS,41,184,18,0,20,80.06,57.02,45.3,330,8.05546,0,1009.1,10,Wednesday,FALSE,TRUE,-4.02773,6.976232999,FALSE
1288,LGA,2013-07-24 20:00,N954UW,2013,7,24,1952,2000,-8,-7,US,2142,BOS,33,184,20,0,20,77,55.04,46.64,330,12.65858,0,1010.8,10,Wednesday,FALSE,FALSE,-6.32929,10.96265186,FALSE
1289,LGA,2013-07-24 21:00,N963UW,2013,7,24,2051,2100,-9,-21,US,2144,BOS,33,184,21,0,20,75.02,57.02,53.52,340,11.5078,0,1011.9,10,Wednesday,FALSE,FALSE,-3.935899405,10.81379474,FALSE
1291,LGA,2013-07-25 7:00,N946UW,2013,7,25,654,700,-6,-12,US,2116,BOS,36,184,7,0,20,64.94,51.08,60.77,20,13.80936,0,1015.8,10,Thursday,FALSE,FALSE,4.723079286,12.97655369,FALSE
1292,LGA,2013-07-25 8:00,N957UW,2013,7,25,754,800,-6,-1,US,2118,BOS,36,184,8,0,20,66.02,51.08,58.53,40,11.5078,0,1016.2,10,Thursday,FALSE,FALSE,7.397071255,8.815486243,FALSE
1295,LGA,2013-07-25 11:00,N946UW,2013,7,25,1054,1100,-6,-5,US,2124,BOS,40,184,11,0,20,66.02,51.08,58.53,60,17.2617,0,1017.6,10,Thursday,FALSE,FALSE,14.94907071,8.63085,FALSE
1296,LGA,2013-07-25 12:00,N957UW,2013,7,25,1152,1200,-8,-7,US,2126,BOS,45,184,12,0,20,66.92,51.98,58.65,30,14.96014,0,1017.3,10,Thursday,FALSE,FALSE,7.48007,12.95586128,FALSE
1297,LGA,2013-07-25 13:00,N959UW,2013,7,25,1253,1300,-7,-14,US,2128,BOS,37,184,13,0,20,66.02,53.96,65.07,30,11.5078,0,1017.3,10,Thursday,FALSE,FALSE,5.7539,9.966047142,FALSE
1298,LGA,2013-07-25 14:00,N954UW,2013,7,25,1355,1400,-5,2,US,2130,BOS,52,184,14,0,20,66.02,53.96,65.07,60,14.96014,0,1017.2,10,Thursday,FALSE,FALSE,12.95586128,7.48007,FALSE
1302,LGA,2013-07-25 18:00,N954UW,2013,7,25,1827,1800,27,65,US,2138,BOS,44,184,18,0,20,66.92,55.94,67.79,50,16.11092,0,1017.3,10,Thursday,FALSE,TRUE,12.34168074,10.35589976,FALSE
1303,LGA,2013-07-25 19:00,N946UW,2013,7,25,1936,1900,36,42,US,2140,BOS,36,184,19,0,20,68,55.04,63.21,40,14.96014,0,1017.3,10,Thursday,FALSE,FALSE,9.616192631,11.46013212,FALSE
1304,LGA,2013-07-25 20:00,N959UW,2013,7,25,1950,2000,-10,2,US,2142,BOS,38,184,20,0,20,66.92,55.04,65.61,40,10.35702,0,1017.1,10,Thursday,FALSE,FALSE,6.657364129,7.933937618,FALSE
1307,LGA,2013-07-26 7:00,N954UW,2013,7,26,700,700,0,23,US,2116,BOS,39,184,7,0,20,68,57.02,67.91,10,9.20624,0,1016.2,10,Friday,FALSE,FALSE,1.598646799,9.066376528,FALSE
1309,LGA,2013-07-26 9:00,N946UW,2013,7,26,854,900,-6,2,US,2120,BOS,37,184,9,0,20,71.06,57.92,63.18,20,9.20624,0,1016.6,10,Friday,FALSE,FALSE,3.148719524,8.651035793,FALSE
1310,LGA,2013-07-26 10:00,N949UW,2013,7,26,954,1000,-6,17,US,2122,BOS,40,184,10,0,20,73.04,57.92,59.08,330,11.5078,0,1016.7,10,Friday,FALSE,FALSE,-5.7539,9.966047142,FALSE
1311,LGA,2013-07-26 11:00,N954UW,2013,7,26,1105,1100,5,20,US,2124,BOS,43,184,11,0,20,77,57.02,50.11,360,8.05546,0,1016.8,10,Friday,FALSE,FALSE,-1.97E-15,8.05546,FALSE
1312,LGA,2013-07-26 12:00,N952UW,2013,7,26,1155,1200,-5,47,US,2126,BOS,46,184,12,0,20,78.08,57.02,48.35,330,8.05546,0,1016.5,10,Friday,FALSE,FALSE,-4.02773,6.976232999,FALSE
1313,LGA,2013-07-26 13:00,N946UW,2013,7,26,1256,1300,-4,32,US,2128,BOS,45,184,13,0,20,80.06,57.02,45.3,10,3.45234,0,1016.2,10,Friday,FALSE,FALSE,0.59949255,3.399891198,FALSE
1315,LGA,2013-07-26 15:00,N954UW,2013,7,26,1501,1500,1,27,US,2132,BOS,40,184,15,0,20,80.96,59,47.23,50,11.5078,0,1015.7,10,Friday,FALSE,FALSE,8.815486243,7.397071255,FALSE
1316,LGA,2013-07-26 16:00,N952UW,2013,7,26,1602,1600,2,26,US,2134,BOS,39,184,16,0,20,80.96,57.92,45.44,40,8.05546,0,1015.5,10,Friday,FALSE,FALSE,5.177949878,6.17084037,FALSE
1319,LGA,2013-07-26 19:00,N954UW,2013,7,26,1857,1900,-3,3,US,2140,BOS,38,184,19,0,20,80.96,59,47.23,180,8.05546,0,1015.7,10,Friday,FALSE,FALSE,9.86E-16,-8.05546,FALSE
1320,LGA,2013-07-26 20:00,N952UW,2013,7,26,2005,2000,5,17,US,2142,BOS,41,184,20,0,20,77,62.96,61.91,170,6.90468,0,1016,10,Friday,FALSE,FALSE,1.198985099,-6.799782396,FALSE
1322,LGA,2013-07-27 10:00,N965UW,2013,7,27,1024,1000,24,7,US,2122,BOS,38,184,10,0,20,80.06,55.94,43.56,210,4.60312,0,1017.5,10,Saturday,TRUE,FALSE,-2.30156,-3.986418857,FALSE
1323,LGA,2013-07-27 12:00,N956UW,2013,7,27,1148,1200,-12,-12,US,2126,BOS,41,184,12,0,20,82.94,59,44.29,160,12.65858,0,1017.1,10,Saturday,TRUE,FALSE,4.329489346,-11.89517422,FALSE
1324,LGA,2013-07-27 15:00,N952UW,2013,7,27,1454,1500,-6,-9,US,2132,BOS,34,184,15,0,20,82.04,57.02,42.47,180,12.65858,0,1015.9,10,Saturday,TRUE,FALSE,1.55E-15,-12.65858,FALSE
1325,LGA,2013-07-28 12:00,N961UW,2013,7,28,1148,1200,-12,-15,US,2126,BOS,40,184,12,0,20,77,62.06,59.98,160,11.5078,0,1014.8,10,Sunday,TRUE,FALSE,3.935899405,-10.81379474,FALSE
1326,LGA,2013-07-28 14:00,N949UW,2013,7,28,1351,1400,-9,-19,US,2130,BOS,35,184,14,0,20,77,64.04,64.3,150,14.96014,0,1013.7,10,Sunday,TRUE,FALSE,7.48007,-12.95586128,FALSE
1327,LGA,2013-07-28 16:00,N961UW,2013,7,28,1552,1600,-8,-20,US,2134,BOS,33,184,16,0,20,80.06,62.96,55.97,160,13.80936,0,1013.3,10,Sunday,TRUE,FALSE,4.723079286,-12.97655369,FALSE
1330,LGA,2013-07-28 21:00,N951UW,2013,7,28,36,2100,216,216,US,2144,BOS,34,184,21,0,20,73.94,69.08,84.8,180,8.05546,0,1015,8,Sunday,TRUE,FALSE,9.86E-16,-8.05546,FALSE
1331,LGA,2013-07-29 6:00,N767UW,2013,7,29,555,600,-5,-16,US,2114,BOS,31,184,6,0,179,71.96,66.92,84.16,90,4.60312,0,1015.1,10,Monday,FALSE,FALSE,4.60312,2.82E-16,FALSE
1332,LGA,2013-07-29 7:00,N955UW,2013,7,29,653,700,-7,-11,US,2116,BOS,33,184,7,0,20,73.94,68,81.71,320,3.45234,0,1015.9,10,Monday,FALSE,FALSE,-2.219121376,2.644645873,FALSE
1333,LGA,2013-07-29 8:00,N951UW,2013,7,29,756,800,-4,-18,US,2118,BOS,32,184,8,0,20,75.02,64.94,70.88,360,4.60312,0,1016.5,10,Monday,FALSE,FALSE,-1.13E-15,4.60312,FALSE
1335,LGA,2013-07-29 10:00,N961UW,2013,7,29,954,1000,-6,6,US,2122,BOS,37,184,10,0,20,78.98,62.06,56.18,110,4.60312,0,1016.6,10,Monday,FALSE,FALSE,4.325517897,-1.574359762,FALSE
1336,LGA,2013-07-29 11:00,N955UW,2013,7,29,1053,1100,-7,-3,US,2124,BOS,41,184,11,0,20,82.04,62.06,50.84,50,4.60312,0,1016.4,10,Monday,FALSE,FALSE,3.526194497,2.958828502,FALSE
1337,LGA,2013-07-29 12:00,N951UW,2013,7,29,1154,1200,-6,24,US,2126,BOS,45,184,12,0,20,82.94,60.98,47.52,0,0,0,1016,10,Monday,FALSE,FALSE,0,0,FALSE
1338,LGA,2013-07-29 13:00,N954UW,2013,7,29,1254,1300,-6,24,US,2128,BOS,42,184,13,0,20,86,55.94,35.95,210,10.35702,0,1015.8,10,Monday,FALSE,FALSE,-5.17851,-8.969442428,FALSE
1339,LGA,2013-07-29 14:00,N961UW,2013,7,29,1352,1400,-8,21,US,2130,BOS,32,184,14,0,20,87.08,57.92,37.31,240,8.05546,0,1015.8,10,Monday,FALSE,FALSE,-6.976232999,-4.02773,FALSE
1340,LGA,2013-07-29 15:00,N955UW,2013,7,29,1455,1500,-5,15,US,2132,BOS,32,184,15,0,20,84.92,57.92,39.97,230,13.80936,0,1015.7,10,Monday,FALSE,FALSE,-10.57858349,-8.876485506,FALSE
1341,LGA,2013-07-29 16:00,N951UW,2013,7,29,1550,1600,-10,0,US,2134,BOS,31,184,16,0,20,84.92,55.04,36.02,230,10.35702,0,1015.8,10,Monday,FALSE,FALSE,-7.933937618,-6.657364129,FALSE
1343,LGA,2013-07-29 18:00,N961UW,2013,7,29,1751,1800,-9,-20,US,2138,BOS,32,184,18,0,20,82.94,42.98,24.46,270,12.65858,0,1016.4,10,Monday,FALSE,TRUE,-12.65858,-2.33E-15,FALSE
1344,LGA,2013-07-29 19:00,N955UW,2013,7,29,1852,1900,-8,-28,US,2140,BOS,34,184,19,0,20,80.96,48.92,32.67,270,10.35702,0,1017,10,Monday,FALSE,FALSE,-10.35702,-1.90E-15,FALSE
1346,LGA,2013-07-29 21:00,N967UW,2013,7,29,2051,2100,-9,-27,US,2144,BOS,38,184,21,0,20,78.08,51.98,40.23,290,12.65858,0,1018.3,10,Monday,FALSE,FALSE,-11.89517422,4.329489346,FALSE
1349,LGA,2013-07-30 8:00,N950UW,2013,7,30,755,800,-5,18,US,2118,BOS,39,184,8,0,20,71.96,53.96,53.08,300,6.90468,0,1021.5,10,Tuesday,FALSE,FALSE,-5.979628285,3.45234,FALSE
1351,LGA,2013-07-30 10:00,N951UW,2013,7,30,956,1000,-4,-6,US,2122,BOS,36,184,10,0,20,75.92,53.96,46.47,330,11.5078,0,1021.1,10,Tuesday,FALSE,FALSE,-5.7539,9.966047142,FALSE
1352,LGA,2013-07-30 11:00,N956UW,2013,7,30,1053,1100,-7,-10,US,2124,BOS,33,184,11,0,20,78.08,53.06,41.86,300,11.5078,0,1020.8,10,Tuesday,FALSE,FALSE,-9.966047142,5.7539,FALSE
1353,LGA,2013-07-30 12:00,N950UW,2013,7,30,1151,1200,-9,-7,US,2126,BOS,35,184,12,0,20,78.98,51.98,39.05,300,10.35702,0,1020.4,10,Tuesday,FALSE,FALSE,-8.969442428,5.17851,FALSE
1355,LGA,2013-07-30 14:00,N951UW,2013,7,30,1400,1400,0,-19,US,2130,BOS,34,184,14,0,20,78.98,51.08,37.78,310,6.90468,0,1019.6,10,Tuesday,FALSE,FALSE,-5.289291746,4.438242753,FALSE
1356,LGA,2013-07-30 15:00,N956UW,2013,7,30,1454,1500,-6,-10,US,2132,BOS,38,184,15,0,20,80.96,53.06,38.08,330,9.20624,0,1019.3,10,Tuesday,FALSE,FALSE,-4.60312,7.972837713,FALSE
1357,LGA,2013-07-30 16:00,N950UW,2013,7,30,1555,1600,-5,-27,US,2134,BOS,34,184,16,0,20,80.96,51.08,35.4,310,11.5078,0,1019,10,Tuesday,FALSE,FALSE,-8.815486243,7.397071255,FALSE
1359,LGA,2013-07-30 18:00,N951UW,2013,7,30,1753,1800,-7,-21,US,2138,BOS,36,184,18,0,20,78.98,53.06,40.64,320,10.35702,0,1019.5,10,Tuesday,FALSE,TRUE,-6.657364129,7.933937618,FALSE
